treespec,prod_wd,unit,bark,geo\time	2020 	2019 	2018 	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 	2007 	2006 	2005 	2004 	2003 	2002 	2001 	2000 	1999 	1998 	1997 	1996 	1995 	1994 	1993 	1992 	1991 	1990 	1989 	1988 
NCONIF,RW_IN_O,THS_M3,OVBK,FR	335 e	371.46 e	481.07 	326.76 	288.41 	275.06 	335.49 	367.12 e	307.03 	348 	249.61 	294.2 	261.83 	272.56 	308.04 	268.76 	247.52 	239.88 	254.66 	293.73 	292.79 	300.92 	300.12 	287.3 	230.71 	230.58 	206.96 	255.97 	227 	231 	231 	268 	256 
NCONIF,RW_IN_O,THS_M3,OVBK,HR	: 	: 	: 	: 	: 	: 	: 	141 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NCONIF,RW_IN_O,THS_M3,OVBK,HU	376.97 	673.23 	740.06 	681.74 	783.83 	840.13 	829.29 	859.91 	720.04 	821.44 	728.5 	557.2 	248 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NCONIF,RW_IN_O,THS_M3,OVBK,IE	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NCONIF,RW_IN_O,THS_M3,OVBK,IS	: 	0 	: 	: 	: 	: 	: 	: 	0.01 	0.02 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NCONIF,RW_IN_O,THS_M3,OVBK,IT	181.95 e	187.08 e	0 	0 	: 	36.89 	172.06 	: 	370.8 e	370.8 	389.81 	520.27 	665.18 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NCONIF,RW_IN_O,THS_M3,OVBK,LI	0 	0 	0 	0 	0 	0 	0 	: 	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NCONIF,RW_IN_O,THS_M3,OVBK,LT	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 e	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NCONIF,RW_IN_O,THS_M3,OVBK,LU	0.21 	0.27 	0.3 	0.3 	0 	0 	: 	: 	0.29 	0.28 	0.3 e	0.27 e	0.02 e	0.02 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NCONIF,RW_IN_O,THS_M3,OVBK,LV	642 	552 	374.88 	246 	252.86 	372.86 	341.79 	343.99 	98.49 	82.47 	102.35 	17.21 	215.49 	481.6 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NCONIF,RW_IN_O,THS_M3,OVBK,MT	: 	0 	0 	0 	: 	: 	: 	: 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NCONIF,RW_IN_O,THS_M3,OVBK,NL	11.12 	13.54 	7.63 	7.72 	5.1 	5.3 	0 	0 	10.6 	9.4 	12.35 	11.34 	14.5 	13.42 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NCONIF,RW_IN_O,THS_M3,OVBK,NO	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NCONIF,RW_IN_O,THS_M3,OVBK,PL	44.05 e	63.69 e	64.85 e	58.83 e	52.9 e	134.39 e	146.04 e	147.97 	110.35 e	385.5 e	337.43 e	381.62 e	408.61 	437.96 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NCONIF,RW_IN_O,THS_M3,OVBK,PT	249.54 	275.86 	221.74 	230.91 	255.23 	346.53 	239.64 	107.52 	0 	34.3 	36.93 e	36.59 	36.59 	35.72 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NCONIF,RW_IN_O,THS_M3,OVBK,RO	773.71 	789.03 	751.42 	569.96 	637.23 	529.32 	570.21 	625.08 	722.88 	642.68 	488.84 	676.1 	531.8 	419 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NCONIF,RW_IN_O,THS_M3,OVBK,SE	170 p	170 	171 	285 	300 	300 	300 	300 	300 	300 	300 	300 	300 	285 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NCONIF,RW_IN_O,THS_M3,OVBK,SI	36.99 	46.99 	54.99 	49.99 	59.84 	76.79 	105.83 	79.08 	23.32 	28.56 	22.31 	20.33 	36.1 	16.11 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NCONIF,RW_IN_O,THS_M3,OVBK,SK	5.57 	9.22 	8.86 	24.79 	7.4 	4.4 	3.85 	3.52 	2.53 	1 	0.64 e	7.1 e	0.47 	3.78 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NCONIF,RW_IN_O,THS_M3,OVBK,UK	: 	54.77 	54.85 	54.93 	55.01 	55.09 	55.05 	55.01 	55.01 	55.01 	55.01 	55.01 	55.01 	54.86 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NCONIF,RW_IN_O,THS_M3,UNBK,AT	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	190 p	190 p	190 p	190 	190 	190 	: 	: 	: 	: 
NCONIF,RW_IN_O,THS_M3,UNBK,BE	: 	: 	: 	56.03 p	: 	: 	: 	: 	: 	: 	56.05 e	50 e	50 	50 	50 	50 	40 	50 	50 	50 e	50 e	50 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NCONIF,RW_IN_O,THS_M3,UNBK,BG	10.23 	13.45 	11.9 	13 	12.78 	11.9 	10.56 	14.54 	18.17 	20 	20 	17 	21 	20 	20 	28.17 e	28.17 e	28.17 e	28.17 e	28.17 e	28.2 e	28.17 p	34.67 p	40 	50 	53 	50 	191 	169 	: 	: 	: 	: 
NCONIF,RW_IN_O,THS_M3,UNBK,CH	1.05 	0.89 	3.96 	5.29 	4.75 	5.42 	3.29 	2.81 e	: c	4.15 	4.44 	4.52 	4.15 	6.2 	4.73 	6.42 	0 	0 	0 	0 	0 	0 	0 p	10 	10 	10 	10 	10 	10 	: 	: 	: 	: 
NCONIF,RW_IN_O,THS_M3,UNBK,CY	0 	0 	0 	0.01 	0.02 	0.01 	0 	0.01 	0.02 	0.06 	0.01 	0.01 	0.04 	0 	0 	0 	0 	0 	0 	0 	0.01 	0.02 	0 p	0.2 	0.2 	0.1 	0.3 	0.1 	0 	: 	: 	: 	: 
NCONIF,RW_IN_O,THS_M3,UNBK,CZ	: 	5 	3 	23 	: 	20 	20 	18 	18 	18 	20 	18 	19 	19 	18 	20 	20 	20 	20 	20 	15 	15 	11 	15 	52 	50 	50 	20 	70 	: 	: 	: 	: 
NCONIF,RW_IN_O,THS_M3,UNBK,DE	2.27 e	0.45 e	0.44 e	0.45 e	1188.2 	1199.33 	1320.36 	1355.13 	1441.51 	1433.47 	1213.34 	1169.94 	1273 	1359 	1274 	1585 	1508 	1588 	1307 	1479 	1409 	662 	658 	586 	497 	384 	800 	800 	800 	: 	: 	: 	: 
NCONIF,RW_IN_O,THS_M3,UNBK,DK	: 	: 	: 	: 	15 	15 	15.75 	15.75 	: 	13.05 	14.14 e	15.21 e	14.2 	6 	9 	5.5 	7 	43.04 	65.07 	76 	125 e	126 	126 	134 	26 	26 	26 	27 	25 	: 	: 	: 	: 
NCONIF,RW_IN_O,THS_M3,UNBK,EE	25 	25 	25 	25 	25 	25 	25 	27 	27 	27 	36 	31.5 e	22.5 	36 	50 	235 	400 	600 	800 	780 	270 	100 	80 	75 	25 	25 	25 	25 	24 	: 	: 	: 	: 
NCONIF,RW_IN_O,THS_M3,UNBK,EL	: 	12.85 	: 	14.22 p	: 	: 	: 	15.11 	: 	15.65 	0 	0 	23.41 	24.8 	21.4 	30.51 	39.4 	28.47 	28.3 	40.02 	35.54 	0 	0 p	82 p	82 p	81 p	75 	80 	86 	: 	: 	: 	: 
NCONIF,RW_IN_O,THS_M3,UNBK,ES	139.06 e	124.14 	196.34 	158.58 	166.16 e	155.29 e	135.46 	132.8 	166.81 	207.56 	250.78 	270.75 	358.98 	285 	599 	200 	240 	230 	220 	270 	290 	300 	340 	388 	388 	297 	286 	265 	271 	: 	: 	: 	: 
NCONIF,RW_IN_O,THS_M3,UNBK,EU27_2020	: 	: 	: 	2460.96 s	3738.25 	4002.58 	4299.47 s	4526.99 	4213.1 	4387.62 	4010.16 s	4326.9 s	4583.06 s	5097.54 s	6407.93 s	6274.9 s	6680.06 	6743.85 	7035.55 	7977.04 s	7186.45 s	7607.28 s	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NCONIF,RW_IN_O,THS_M3,UNBK,EU28	: 	: 	: 	2509.01 s	3827.31 e	4050.77 e	4347.35 e	4575.12 e	4261.23 e	4435.73 e	4058.29 	4375.02 	4631.19 	5145.55 	6455.93 	6322.91 	6728.06 	6791.85 	7083.55 	8025.04 	7234.44 	7655.28 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NCONIF,RW_IN_O,THS_M3,UNBK,FI	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 e	50 	50 	50 	50 	: 	: 	: 	: 
NCONIF,RW_IN_O,THS_M3,UNBK,FR	288.1 e	319.46 e	413.72 	281.01 	248.03 e	236.55 e	288.52 	315.72 e	264.04 	299.28 p	214.66 	253.02 	225.18 	234.4 	264.91 	231.13 	212.86 	206.3 	219.01 	252.6 	251.8 	258.79 	258.1 	247.08 	198.41 	198.3 	177.98 	220.13 	195.22 	198.66 	198.66 	230.48 	220.16 
NCONIF,RW_IN_O,THS_M3,UNBK,HR	0.89 	0.88 	2.33 	3.23 	4.43 	8.08 	37.44 	141 	49 	60 	137 	374 	409 	320 	304 	233 	224 	195 	270 	196 	140 	140 	92 	82 	73 	94 	41 	65 	61 	: 	: 	: 	: 
NCONIF,RW_IN_O,THS_M3,UNBK,HU	306.04 	552.42 	607.24 	558.39 	642.13 	688.9 	: 	699.86 	586.12 	673.72 	592.19 	452.7 	200.7 	798 	765 	811 	607 	696 	809.4 	1258 	1099.6 	908 	604 	616 	164 	390 	365 	390 	217 	: 	: 	: 	: 
NCONIF,RW_IN_O,THS_M3,UNBK,IE	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 p	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 
NCONIF,RW_IN_O,THS_M3,UNBK,IS	: 	: 	: 	: 	: 	: 	: 	: 	0.01 	0.01 	: 	: 	: 	0 	0 	0 	: 	: 	: 	: 	: 	: 	0 p	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 
NCONIF,RW_IN_O,THS_M3,UNBK,IT	151.62 e	155.9 e	168.39 e	0 	: 	33.54 	156.42 	: 	: 	296.27 	346.93 	398.4 	592.01 	465.42 	536.47 	546.39 	603.52 	227 	197 	557 	608 	807 	847 	760 	606 	889 	639 	789 	609 	: 	: 	: 	: 
NCONIF,RW_IN_O,THS_M3,UNBK,LI	: 	: 	0 	0 	0 	0 	0 	0 	: 	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	0 p	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 
NCONIF,RW_IN_O,THS_M3,UNBK,LT	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	5 	5 	5 	10 	20 	20 	10 	5 	10 	15 	30 	49 	47 	: 	: 	: 	: 	: 
NCONIF,RW_IN_O,THS_M3,UNBK,LU	0.18 	0.23 	0.25 	0.26 	0 	0 	: 	: 	: 	0.24 	0.25 e	0.25 	0.02 e	0.02 e	0 e	0 e	0 	0.57 	0.4 	1.05 	0.3 e	0.3 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NCONIF,RW_IN_O,THS_M3,UNBK,LV	535 	460 	312.4 	205 	210.72 	310.72 	310.72 	312.71 	89.54 	68.73 e	85.29 	14.34 	192.4 	430 	115 	83 	80 	101.3 	60.2 	72 	65 	1176 	2 	1 	190 	190 	190 	110 	110 	: 	: 	: 	: 
NCONIF,RW_IN_O,THS_M3,UNBK,MT	: 	0 	0 	0 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 e	0 e	0 e	0 p	0 p	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 
NCONIF,RW_IN_O,THS_M3,UNBK,NL	9.3 e	11 	6.51 	5.56 	4.61 	4.6 	6.9 	8 	9.1 	8 	10.62 	9.75 	12.37 	11.49 	12.23 	13 	11.11 	37 	37 	30 	31 	31 	0 p	2 	2 	2 	0 	5 	5 	: 	: 	: 	: 
NCONIF,RW_IN_O,THS_M3,UNBK,NO	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 p	20 	20 	20 	20 	20 	20 	: 	: 	: 	: 
NCONIF,RW_IN_O,THS_M3,UNBK,PL	39.65 e	57.33 e	58.37 e	52.95 e	47.62 e	120.97 e	131.45 e	133.19 	99.33 	346.99 	303.72 	343.49 	367.79 	394.16 	494.3 	532.3 	576 	492 	332 	323 	323 	372 	364 	371 	353 	344 	0 	0 	19 	: 	: 	: 	: 
NCONIF,RW_IN_O,THS_M3,UNBK,PT	199.63 	220.69 	177.39 	184.73 	204.18 	277.22 	199.7 	91.12 	123.3 	28.58 	30.28 e	30 	30 	29.29 	30 	30 	30 	30 	30 	30 	30 	30 	30 	35 	35 	24 	24 	22 	21 	: 	: 	: 	: 
NCONIF,RW_IN_O,THS_M3,UNBK,RO	778.18 	755.8 	719.06 	546.89 	574.09 	499.36 	537.94 	568.25 	667.21 	535.57 	407.36 	603.1 	487.1 	347 	1569 	1483 	1798 	1723 	2034 	1912 	2125 	2370 	2390 	2952 	3013 	3017 	3030 	2840 	2970 	: 	: 	: 	: 
NCONIF,RW_IN_O,THS_M3,UNBK,SE	150 p	150 	150 	250 	250 	250 	250 	250 	250 	250 	250 	250 	250 	250 	100 	100 	100 	100 	100 	100 	100 	100 	100 	40 	40 	300 	300 	300 	350 	: 	: 	: 	: 
NCONIF,RW_IN_O,THS_M3,UNBK,SI	34.77 	44.17 	51.69 	46.99 	56.25 	72.18 	99.48 	74.33 	21.92 	26.85 	20.97 	19.11 	33.94 	14.59 	16.43 	13.9 	57 	211 	320 	296 	84 	46 	47 	11 	7 	178 	51 	67 	117 	: 	: 	: 	: 
NCONIF,RW_IN_O,THS_M3,UNBK,SK	5.06 	8.38 	8.06 	20.66 	6.17 	3.68 	3.21 	2.93 	2.1 	0.9 	0.57 	6.33 	0.42 	3.37 	159.19 	39 	93 	132 	98 	186.2 	86 	77 	68 	10 	28 	23 	48 	30 	43 	: 	: 	: 	: 
NCONIF,RW_IN_O,THS_M3,UNBK,UK	: 	47.92 	47.99 	48.06 	48.13 	48.2 	48.16 	48.13 	48.13 	48.13 	48.13 	48.13 	48.13 	48 	48 	48 	48 	48 	48 	48 	48 	48 	48 	48 	48 	48 	48 	48 	48 	: 	: 	: 	: 
NCONIF,RW_IN_PW,THS_M3,OVBK,AT	672.32 	761.88 	898.6 	804.16 	792.9 	786.41 	774.95 	678.17 	671.31 	589.21 	520.51 	572.86 	706.41 	583.96 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NCONIF,RW_IN_PW,THS_M3,OVBK,BE	: 	: 	: 	: 	: 	: 	: 	: 	: 	276.96 	269.03 e	220 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NCONIF,RW_IN_PW,THS_M3,OVBK,BG	621.45 	750.89 	736.93 	781.73 	820.08 	843.37 	801.8 	917.82 	1020 	1104 	1094.4 	960 	1084 	874 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NCONIF,RW_IN_PW,THS_M3,OVBK,CH	182.1 	178.7 	205.74 	231.72 	226.64 	238.16 	249.39 	: c	: c	237.19 	218.7 	176.01 	253.45 	264.64 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NCONIF,RW_IN_PW,THS_M3,OVBK,CY	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NCONIF,RW_IN_PW,THS_M3,OVBK,CZ	: 	: 	: 	: 	: 	: 	: 	: 	442.82 	400.8 	692.4 e	377.3 e	413.6 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NCONIF,RW_IN_PW,THS_M3,OVBK,DE	: 	: 	: 	: 	: 	: 	: 	: 	5172.58 	4754.08 	4123.55 	3451.45 e	4094.4 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NCONIF,RW_IN_PW,THS_M3,OVBK,DK	: 	: 	: 	: 	63.7 	63.7 	: 	: 	: 	164.44 	178.11 e	175.62 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NCONIF,RW_IN_PW,THS_M3,OVBK,EE	1401 	1448 	1612 	1510 	1560 	1520 	1210 	1230 	1200 	1100 	1120 	930 e	840 	770 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NCONIF,RW_IN_PW,THS_M3,OVBK,EL	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NCONIF,RW_IN_PW,THS_M3,OVBK,ES	6990.66 e	7341.26 	7294.8 	6795.55 	7129.77 	6594.68 	7318.18 	8099.29 	7198.47 	7643.64 	5691.13 	6864.83 	6795.75 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NCONIF,RW_IN_PW,THS_M3,OVBK,FI	8600.96 p	9834.55 	10217.3 	9074.99 	9258.55 	8794.08 	7997.22 	8231.73 	6817.36 	7299.74 	7415.57 	6322.65 	7327.7 	6599 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NCONIF,RW_IN_PW,THS_M3,OVBK,FR	3853 e	4048.62 e	4132.81 	4257.05 	4328.8 	4441.71 	4386.76 	3887.91 e	4336.38 	4213 	4161.25 	3818.78 	4721.62 	5042 	4856.15 	5106.27 	5107.88 	4902.19 	4658.57 	4494.21 	5049.2 	5065.04 	4927.93 	5055.14 	4588.83 	5292.3 	5271.69 	4476.1 	5232 	5204 	4963 	5375 	5237 
NCONIF,RW_IN_PW,THS_M3,OVBK,HR	: 	: 	: 	: 	: 	: 	: 	915 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NCONIF,RW_IN_PW,THS_M3,OVBK,HU	368.92 	486.98 	509.9 	527.19 	572.55 	678.21 	758.6 	743.6 	746.46 	724.78 	681.02 	562.7 	607.5 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NCONIF,RW_IN_PW,THS_M3,OVBK,IE	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NCONIF,RW_IN_PW,THS_M3,OVBK,IS	: 	0 	0 	0 	: 	: 	: 	: 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NCONIF,RW_IN_PW,THS_M3,OVBK,IT	198.62 e	202.47 e	201.26 ep	201.6 ep	: 	511.69 	310.35 	: 	196.55 e	196.55 	262.43 	221.35 	355.49 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NCONIF,RW_IN_PW,THS_M3,OVBK,LI	0 	0 	0 	0 	0 	0 	0 	: 	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NCONIF,RW_IN_PW,THS_M3,OVBK,LT	687.04 	727.72 	876 	619 	609 	536.12 	599.32 	599.32 	585.78 	838.6 	740 	555.4 	814.3 	761.89 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NCONIF,RW_IN_PW,THS_M3,OVBK,LU	75.13 	96.62 	105.36 	107.33 	108.59 	127.63 	: 	: 	106.28 	102.43 	108.41 e	99.03 e	183.29 e	123.06 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NCONIF,RW_IN_PW,THS_M3,OVBK,LV	2258.4 	2047.2 	1816.88 	1314.07 	596.28 	1100.36 	1323.69 	3445.96 	2364.21 	2413.42 	1835.5 	921.06 	1335.26 	2027.31 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NCONIF,RW_IN_PW,THS_M3,OVBK,MT	: 	0 	0 	0 	: 	: 	: 	: 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NCONIF,RW_IN_PW,THS_M3,OVBK,NL	171.47 	205.88 	219.89 	216.19 	249.3 	234.4 	0 	0 	154.8 	137 	195.04 	179.14 	171.96 	133.76 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NCONIF,RW_IN_PW,THS_M3,OVBK,NO	349.74 	346.66 	281.23 	262.05 	229.2 	198.76 	165.24 	170.6 	88.5 	41.35 	81.92 	116.34 	101 	80.57 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NCONIF,RW_IN_PW,THS_M3,OVBK,PL	4964.13 	5374.32 	5845.62 	5364.02 	5253.03 	5276.15 	5483.78 	5378.7 	4710.64 e	4488.44 e	4388.45 e	4627.32 e	4344.01 	4166.67 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NCONIF,RW_IN_PW,THS_M3,OVBK,PT	9263 	9524.25 	9698.63 	10568.1 	9901.75 	9640.25 	9234 	8847.88 	0 	6195.09 	6670.74 e	6608.6 	7707.65 	7866.24 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NCONIF,RW_IN_PW,THS_M3,OVBK,RO	795.82 	668.48 	636.82 	605.98 	628.24 	555.54 	396.85 	323.45 	334.46 	1756.97 	2046.13 	316.7 	389.7 	908 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NCONIF,RW_IN_PW,THS_M3,OVBK,SE	7000 p	7100 	7062.3 	5700 	3780 	3700 	3900 	4130 	4013 	4290 	4150 	3120 	3480 	4058 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NCONIF,RW_IN_PW,THS_M3,OVBK,SI	479.18 	499.55 	366.17 	399.94 	437.93 	594.9 	580.53 	241.04 	301.5 	168.27 	137.11 	168.99 	118.97 	136.5 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NCONIF,RW_IN_PW,THS_M3,OVBK,SK	2010.27 	2078.58 	2232.21 	2448.47 	2746.46 	2937.1 	2538.84 	2486.68 	2437.45 	2284.22 	1932.08 e	1835.94 e	1807.13 	1740.37 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NCONIF,RW_IN_PW,THS_M3,OVBK,UK	: 	1.68 	4.56 	0 	50.92 	20.87 	0.04 	0.04 	2.04 	5.15 	5.15 	5.25 	10.04 	19.43 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NCONIF,RW_IN_PW,THS_M3,UNBK,AT	600.29 	680.25 	802.32 	718 	707.94 	702.15 	691.92 	605.51 	599.39 	526.08 	464.74 	511.49 	630.72 	521.39 	507 	536 	551 	548 	491 	448 	390 	306 	265 	292 	267 	262 	250 	237 	260 	: 	: 	: 	: 
NCONIF,RW_IN_PW,THS_M3,UNBK,BE	: 	: 	: 	224.02 p	: 	: 	: 	: 	: 	: 	224.19 e	200 e	220 	250 	280 	275 	250 	250 	300 	270 e	400 e	400 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NCONIF,RW_IN_PW,THS_M3,UNBK,BG	564.96 	682.63 	669.93 	710.67 	683.4 	702.8 	668.16 	819.48 	835.97 	920 	912 	800 	903 	874 	790 	780 	802 	611.22 e	611.22 e	611.22 p	597.2 p	579 	577.67 p	551 	585 	528 	479 	462 	391 	: 	: 	: 	: 
NCONIF,RW_IN_PW,THS_M3,UNBK,CH	167.54 	164.4 	189.28 	213.18 	208.51 	219.1 	230.37 	211.74 e	: c	218.22 	201.21 	161.94 	211.21 	246.11 	202.55 	193.84 	155 	150 	174 	193 	243 	188 	162 p	162 	170 	192 	165 	180 	211 	: 	: 	: 	: 
NCONIF,RW_IN_PW,THS_M3,UNBK,CY	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0.18 	0 	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 
NCONIF,RW_IN_PW,THS_M3,UNBK,CZ	: 	341 	392 	398 	: 	440 	446 	449 	453 	334 	577 	343 	376 	351 	531 	562 	562 	473 	661 	674 	645 	800 	790 	797 	669 	528 	400 	340 	400 	: 	: 	: 	: 
