treespec,prod_wd,unit,bark,geo\time	2020 	2019 	2018 	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 	2007 	2006 	2005 	2004 	2003 	2002 	2001 	2000 	1999 	1998 	1997 	1996 	1995 	1994 	1993 	1992 	1991 	1990 	1989 	1988 
NCONIF,RW_IN,THS_M3,UNBK,MT	: 	0 	0 	0 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 
NCONIF,RW_IN,THS_M3,UNBK,NL	216 	260 	298.49 	282.33 	311.25 	298.7 	290.24 	217 	220.8 	204.6 	258.43 	237.36 	260.97 	216.81 	216.96 	213 	186 	210 	181 	185 	234 	231 	226 	292 	246 	273 	287 	295 	307 	: 	: 	: 	: 
NCONIF,RW_IN,THS_M3,UNBK,NO	306.43 	302.7 	258.27 	243.53 	198 	166.46 	140.49 	144.87 	76.08 	38.69 	73.49 	102.62 	88.36 	73.67 	68.11 	62.97 	49 	50 	54.86 	53.29 	61.23 	100 	162.2 	186 	236 	216 	225 	336 	351 	: 	: 	: 	: 
NCONIF,RW_IN,THS_M3,UNBK,PL	7254.38 	7625.4 	8149.97 	7754.74 	7798.6 	7940.85 	8195.34 	8028.4 	7909.83 	7231.38 	6882.29 	7055.15 	6898.9 	6981.44 	7111.3 	7174.4 	7585 	7239 	6272 	6071 	5678 	5798 	5476 	4872 	4549 	4573 	3791 	3263 	3341 	: 	: 	: 	: 
NCONIF,RW_IN,THS_M3,UNBK,PT	7829.71 	8063.12 	8138.43 	8697.78 	8149.3 	8011.99 	7924.06 	7667.29 	7263.35 	6846.13 	5596.76 	5544.62 	6453.08 	6585.9 	6703.74 	6877.84 	6292 	5741 	5057 	4588 	5249 	4198 	3764 	3853 	3853 	3918 	4397 	4609 	4652 	: 	: 	: 	: 
NCONIF,RW_IN,THS_M3,UNBK,RO	5567.28 	5825.99 	5567.55 	5158.23 	5402.49 	5228.56 	4838.99 	5144.13 	5656.38 	5236.61 	5819.47 	4359.2 	4823.5 	5638 	5694 	6280 	7244 	6338 	6065 	5481 	5529.5 	4757.3 	4230 	5027 	5162 	5842 	5886 	5617 	7330 	: 	: 	: 	: 
NCONIF,RW_IN,THS_M3,UNBK,SE	6450 p	6550 	6545 	5450 	3600 	3540 	3720 	3890 	3954 	4025 	3910 	3050 	3350 	4010 	4200 	4200 	3600 	3600 	3500 	3410 	3340 	3180 	3264 	3490 	3840 	3600 	3200 	4600 	4950 	: 	: 	: 	: 
NCONIF,RW_IN,THS_M3,UNBK,SI	832.86 	866.09 	675.43 	718.21 	796.68 	952.21 	948.31 	566.71 	557.01 	469.46 	422.06 	479.21 	445.53 	431.05 	419.94 	248.15 	395 	683 	731 	721 	512 	416 	407 	490 	352 	597 	508 	250 	401 	: 	: 	: 	: 
NCONIF,RW_IN,THS_M3,UNBK,SK	3148.2 	3329.59 	3551.97 	3569.9 	3809.15 	4010.3 	3717.77 	3676.6 	3480.38 	3445.87 	2999.55 	2576.77 	2810.35 	2920.31 	2918.47 	2928 	3055 	2837 	2773 	2887.4 	2824 	2538 	2206 	2181 	1793 	1890 	1981 	1969 	1745 	: 	: 	: 	: 
NCONIF,RW_IN,THS_M3,UNBK,UK	: 	147.77 	117.86 	116.02 	172.52 	143.2 	115.51 	113.04 	115.78 	123.08 	118.41 	118.9 	114.52 	123 	164 	300 	317 	361 	411 	422 	441 	459 	496 	584 	570 	638 	604 	493 	555 	: 	: 	: 	: 
NCONIF,RW_IN_LG,THS_M3,OVBK,AT	308.25 	338.14 	364.59 	334.32 	359.1 	332.45 	302.53 	299.17 	330.5 	359.38 	307.35 	323.08 	468.8 	481.55 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NCONIF,RW_IN_LG,THS_M3,OVBK,BE	: 	: 	: 	: 	: 	: 	: 	: 	: 	858.59 	833.99 e	682 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NCONIF,RW_IN_LG,THS_M3,OVBK,BG	333.49 	412.11 	411.75 	398.32 	418.81 	458.01 	428.69 	478.88 	476 	502.8 	476 	395 	571 	476 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NCONIF,RW_IN_LG,THS_M3,OVBK,CH	223.43 	233.78 	250.47 	265.46 	245.57 	254.61 	249.92 	: c	: c	280.04 	287.55 	294.02 	380.68 	383.56 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NCONIF,RW_IN_LG,THS_M3,OVBK,CY	: 	: 	: 	: 	: 	: 	0 	0 	0.49 	0.32 	0.36 	1.49 	0.85 	0.33 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NCONIF,RW_IN_LG,THS_M3,OVBK,CZ	: 	: 	: 	: 	: 	: 	: 	: 	1092.46 	988.8 	534 e	572 e	467.5 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NCONIF,RW_IN_LG,THS_M3,OVBK,DE	: 	: 	: 	: 	: 	: 	: 	: 	3809.93 	4223.57 	3355.9 	2891.36 e	4612.8 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NCONIF,RW_IN_LG,THS_M3,OVBK,DK	: 	: 	: 	: 	182.5 	182.5 	: 	: 	: 	240.14 	260.1 e	256.46 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NCONIF,RW_IN_LG,THS_M3,OVBK,EE	1050 	1084 	1207 	1131 	920 	920 	950 	850 	700 	700 	720 	530 e	480 	450 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NCONIF,RW_IN_LG,THS_M3,OVBK,EL	: 	: 	: 	: 	: 	: 	: 	: 	92.39 	98.6 	118.98 	135.22 e	147.51 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NCONIF,RW_IN_LG,THS_M3,OVBK,ES	1095.01 e	1073.48 	1168.76 	1040.08 	1109.77 	1091.35 	1354.32 	1037.82 	1246.91 	940.12 	1274.76 	1187.35 	1918.94 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NCONIF,RW_IN_LG,THS_M3,OVBK,FI	979.21 p	1122.02 	1232.34 	1106.39 	1113.67 	1063.58 	1023.3 	1051.43 	899.48 	993.25 	906.54 	773.51 	1148.5 	1272 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NCONIF,RW_IN_LG,THS_M3,OVBK,FR	4846 e	5313.35 e	5442.86 	5303.9 	5403.6 	5144.68 	5209.06 	4861.79 e	4978.38 	5505 	5164.09 	5228 	6086.29 	6343.15 	5854.23 	5857.55 	5671.12 	5718.86 	6002.4 	7641.78 	9598.45 	7951.95 	7862.68 	7845.28 	7771.21 	8290.04 	8130.73 	8033.14 	9043 	9724 	10157 	9739 	9572 
NCONIF,RW_IN_LG,THS_M3,OVBK,HR	: 	: 	: 	: 	: 	: 	: 	2014 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NCONIF,RW_IN_LG,THS_M3,OVBK,HU	1192.57 	1354.6 	1442.39 	1243.94 	1180.79 	1210.58 	1112.86 	1178.69 	1267.67 	1290.78 	1152.18 	1040 	1827.6 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NCONIF,RW_IN_LG,THS_M3,OVBK,IE	: 	: 	4.65 	18.2 	6.05 	3.37 	6.33 	3.11 	1.17 	1.55 	0.4 	3.24 	1 	8 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NCONIF,RW_IN_LG,THS_M3,OVBK,IS	: 	0 	0 	0 	: 	: 	: 	: 	0.01 	0.01 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NCONIF,RW_IN_LG,THS_M3,OVBK,IT	672.42 e	683.84 e	865.72 ep	868.8 ep	: 	419.49 	497.55 	: 	565.59 e	565.59 	761.96 	652.22 	819.14 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NCONIF,RW_IN_LG,THS_M3,OVBK,LI	0.28 	0.26 	0.16 	0.25 	0.89 	0.16 	0.13 	: 	1 	1.2 	1 	1 	3.5 	3.5 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NCONIF,RW_IN_LG,THS_M3,OVBK,LT	977.45 	1305.15 	1365 	1297 	1274 	1259.59 	1376.98 	1376.98 	1433.41 	1434.54 	1518 	1198.2 	1372.7 	1442.66 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NCONIF,RW_IN_LG,THS_M3,OVBK,LU	20.64 	25.98 	41.7 	33.59 e	40.49 	46.55 	: 	: 	63.71 	61.4 	64.98 e	59.36 e	99.15 e	67.66 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NCONIF,RW_IN_LG,THS_M3,OVBK,LV	2283.66 	2425.64 	2647.17 	2222.18 	2423.77 	2185.2 	2090 	1692.73 	3385.39 	1348.8 	1939 	1546.21 	1111.26 	2001.44 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NCONIF,RW_IN_LG,THS_M3,OVBK,MT	: 	0 	0 	0 	: 	: 	: 	: 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NCONIF,RW_IN_LG,THS_M3,OVBK,NL	70.2 	83.69 	120.85 	106.59 	108.6 	108.2 	0.16 	0.13 	91.2 	91.3 	96.44 	88.58 	118.21 	104.9 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NCONIF,RW_IN_LG,THS_M3,OVBK,NO	2.65 	1.45 	2.86 	5.83 	8.4 	0.99 	3.36 	3.24 	2.79 	5.08 	6.28 	6.8 	5.04 	4.15 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NCONIF,RW_IN_LG,THS_M3,OVBK,PL	3051.44 	3033.81 	3144.15 	3192.67 	3358.32 	3411.75 	3475.21 	3392.89 	3141.21 e	3160.12 e	2920.34 e	2829.34 e	2912.06 	3152.53 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NCONIF,RW_IN_LG,THS_M3,OVBK,PT	274.6 	278.78 	252.68 	73.22 	29.65 	28.21 	35.23 	92.01 	0 	109.26 	117.65 e	116.55 	125.37 	129.64 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NCONIF,RW_IN_LG,THS_M3,OVBK,RO	4984.93 	4624.59 	4429.92 	4199.87 	4688.67 	4457.42 	4162.26 	4710.01 	5070.92 	3884.28 	4448.4 	3893.9 	4344.3 	5062 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NCONIF,RW_IN_LG,THS_M3,OVBK,SE	230 p	230 	228 	228 	240 	240 	240 	240 	240 	240 	240 	240 	240 	228 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NCONIF,RW_IN_LG,THS_M3,OVBK,SI	369.84 	374.83 	297.38 	314.12 	349.76 	341.3 	322.48 	282.76 	267.75 	302.59 	289.58 	320.48 	318.89 	309.22 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NCONIF,RW_IN_LG,THS_M3,OVBK,SK	1447.18 	1574.75 	1666.1 	1810.62 	1817.12 	1870.8 	1918.64 	1921.72 	1736.47 	1574.15 	1426.78 e	1044.08 e	1341.22 	1527.88 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NCONIF,RW_IN_LG,THS_M3,OVBK,UK	: 	112.46 	75.31 	77.69 	91.26 	87.72 	76.94 	74.16 	75.29 	80.52 	75.19 	75.64 	65.85 	66.29 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NCONIF,RW_IN_LG,THS_M3,UNBK,AT	275.23 	301.91 	325.52 	298.5 	320.63 	296.83 	270.12 	267.12 	295.09 	320.88 	274.42 	288.47 	418.58 	429.96 	409 	404 	419 	397 	419 	419 	419 	496 	495 	503 	530 	568 	596 	546 	548 	: 	: 	: 	: 
NCONIF,RW_IN_LG,THS_M3,UNBK,BE	: 	: 	: 	694.36 p	: 	: 	: 	: 	: 	: 	694.99 e	620 e	670 	700 	700 	690 	725 	740 	650 	600 e	730 e	300 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NCONIF,RW_IN_LG,THS_M3,UNBK,BG	303.17 	374.65 	374.32 	362.1 	349.01 	381.68 	357.24 	399.07 	380.73 	419 	397 	330 	476 	476 	442 	447 	480 	729 e	729 	591 	758 	1434 	397.33 p	407 	420 	428 	411 	399 	423 	: 	: 	: 	: 
NCONIF,RW_IN_LG,THS_M3,UNBK,CH	206.88 	216.46 	231.92 	245.8 	227.38 	235.75 	250.72 	209.93 e	: c	259.32 	266.26 	272.29 	317.23 	358.47 	340.63 	304.16 	266 	350 	300 	389 	576 	488 	600 p	600 	448 	484 	432 	412 	397 	: 	: 	: 	: 
NCONIF,RW_IN_LG,THS_M3,UNBK,CY	0.05 	0.06 	0.25 	0.12 	0.21 	0.39 	0.46 	0.3 	0.4 	0.26 	0.29 	1.22 	0.69 	0.27 	0.51 	0.8 	0.5 	0.48 	1 	0.8 	0.57 	0.56 	1.4 	1 	1.3 	0.9 	1.5 	0.8 	0.6 	: 	: 	: 	: 
NCONIF,RW_IN_LG,THS_M3,UNBK,CZ	: 	401 	435 	502 	: 	496 	593 	720 	710 	824 	445 	520 	425 	500 	486 	540 	609 	497 	493 	670 	650 	736 	740 	540 	420 	347 	253 	260 	390 	: 	: 	: 	: 
NCONIF,RW_IN_LG,THS_M3,UNBK,DE	2512.87 e	3192.62 e	3526.92 e	3155.39 e	3471 	3356.88 	3196.8 	3057.44 	3174.94 	3519.64 	2796.58 	2409.46 	3844 	3998 	3830 	3569 	3551 	3689 	3357 	4242 	4825 	4503 	4337 	3293 	3813 	3978 	3194 	2769 	2835 	: 	: 	: 	: 
NCONIF,RW_IN_LG,THS_M3,UNBK,DK	: 	: 	: 	: 	152.08 	152.08 	126.08 	126.08 	: 	200.12 	216.75 e	233.14 e	217.71 	92 	93 	89.3 	83 	79.76 	86.34 	128 	175 e	175 	166 	186 	414 	414 	414 	442 	414 	: 	: 	: 	: 
NCONIF,RW_IN_LG,THS_M3,UNBK,EE	875 	903.33 	1005.83 	942.5 	767 	767 	791.67 	774 	630 	630 	648 	477 e	432 	405 	550 	545 	600 	700 	540 	480 	420 	300 	250 	123 	477 	452 	429 	51 	35 	: 	: 	: 	: 
NCONIF,RW_IN_LG,THS_M3,UNBK,EL	: 	: 	: 	97.8 p	: 	: 	: 	79.35 	: 	82.17 	71.75 	98.84 	122.93 	121.86 	137.88 	158.62 	132.88 	259.6 	138 	151.21 	156.87 	322.43 	139 	164 	185 	147 	137 	130 	175 	: 	: 	: 	: 
NCONIF,RW_IN_LG,THS_M3,UNBK,ES	963.61 e	944.66 	1028.51 	915.27 	976.6 e	960.39 e	1056.37 	809.5 	972.59 	733.29 	994.31 	926.14 	1496.78 	1274 	1465 	1836 	1920 	1900 	1829 	1566 	1402 	1680 	1636 	1546 	1546 	1655 	1469 	1435 	1495 	: 	: 	: 	: 
NCONIF,RW_IN_LG,THS_M3,UNBK,EU27_2020	: 	: 	: 	28557.21 s	29274.87 	28496.81 	28983.39 s	27995.73 	30202.01 	27323.62 	26489.77 s	24517.35 s	29486.11 s	30957.35 s	29929.72 s	29730.36 s	31747.37 	31666.21 	29418.48 	30236.34 s	33186.65 s	31104.13 s	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NCONIF,RW_IN_LG,THS_M3,UNBK,EU28	: 	: 	: 	28625.17 s	29079.17 e	28573.55 e	28993.99 e	28060.59 e	30267.87 e	27394.05 e	26555.54 	24583.52 	29543.71 	31015.33 	29985.71 	29793.36 	31827.37 	31787.22 	29560.48 	30396.34 	33360.65 	31302.13 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NCONIF,RW_IN_LG,THS_M3,UNBK,FI	866.6 	992.99 	1090.62 	979 	985.59 	941.27 	905.62 	930.52 	796.04 	879.03 	802.29 	684.56 	1016.42 	1125.72 	879.57 	989.19 	891.75 	984 	1099 	1150 	1221.55 	1162 	1348.5 	1204 	943 	1134 	1083 	931 	974 	: 	: 	: 	: 
NCONIF,RW_IN_LG,THS_M3,UNBK,FR	4295.97 e	4710.28 e	4825.09 	4701.9 	4790.28 e	4560.75 e	4617.82 	4309.97 e	4413.32 	4879.59 p	4577.4 	4624.94 	5387.26 	5611.96 	5177.55 	5176.6 	5014.59 	5057.21 	5311.69 	6775.98 	8576.76 	7063.94 	6987.01 	6966.26 	6898.38 	7360.77 	7223.16 	7137.69 	8027.15 	8635.49 	9033.07 	8641.2 	8502.94 
NCONIF,RW_IN_LG,THS_M3,UNBK,HR	1934.55 	2004.17 	1956.61 	1912.58 	1907.74 	1958.57 	2248.88 	2014 	2101 	1981 	1663 	1708 	1952 	1791 	1795 	1741 	1592 	1603 	1548 	1543 	1570 	1555 	1540 	1369 	1140 	1025 	1000 	1001 	869 	: 	: 	: 	: 
NCONIF,RW_IN_LG,THS_M3,UNBK,HU	986.13 	1118.28 	1189.24 	1026.87 	975.65 	999.64 	: 	967.39 	1047.38 	1066.75 	953.64 	862.8 	1504 	1137 	1024 	1127 	1337.7 	1394 	1719.8 	1327 	1274.3 	1028 	1024 	1045 	1084 	1213 	1125 	918 	1350 	: 	: 	: 	: 
NCONIF,RW_IN_LG,THS_M3,UNBK,IE	: 	: 	4.65 	5.5 	5.5 	3.06 	5.76 	2.82 	1.06 	1.41 	0.36 	2.95 	1 	7 	6 	4 	2.64 	18 	21.8 	11 	5.4 	20 	20 	20 	20 	20 	25 	30 	70 	: 	: 	: 	: 
NCONIF,RW_IN_LG,THS_M3,UNBK,IS	: 	: 	: 	: 	: 	: 	: 	: 	0.01 	0.01 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	: 	0 p	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 
NCONIF,RW_IN_LG,THS_M3,UNBK,IT	560.35 e	569.87 e	721.44 ep	724 ep	: 	381.35 	452.32 	: 	: 	484.06 	678.15 	700.81 	729.04 	770.53 	761.74 	841.84 	840.43 	979 	971 	919 	1361 	1438 	1837 	1537 	1657 	1601 	1382 	1387 	1334 	: 	: 	: 	: 
NCONIF,RW_IN_LG,THS_M3,UNBK,LI	0.24 	0.22 	0.14 	0.21 	0.74 	0.13 	0.11 	0.25 	0.83 	1 	1 	1 	4.2 	3.5 	3.5 	: 	: 	: 	: 	: 	: 	: 	1 p	1 	1 	2 	2 	1 	1 	: 	: 	: 	: 
NCONIF,RW_IN_LG,THS_M3,UNBK,LT	865 	1155 	1209 	1149 	1129 	1116 	1409 	1220 	1270 	1271 	1344.95 	1061.61 	1216.21 	1275 	1475 	1370 	1385 	1355 	1350 	1220 	1000 	1160 	1070 	860 	460 	340 	159 	: 	: 	: 	: 	: 	: 
NCONIF,RW_IN_LG,THS_M3,UNBK,LU	17.55 	22.08 	35.44 	28.55 e	35.21 	40.48 	: 	: 	: 	51.16 	54.15 e	53.97 	82.63 e	61.5 e	43.02 e	40.92 e	60.88 	41.76 	50.85 	54.15 	50.7 e	50.7 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NCONIF,RW_IN_LG,THS_M3,UNBK,LV	1903.05 	2021.37 	2205.98 	1851.82 	2019.81 	1821 	1900 	1538.85 	3077.63 	1124 e	1615.83 	1288.51 	992.2 	1787 	2486 	2248.3 	3767 	3488.4 	2454 	1737 	1962 	1586 	1712 	1284 	960 	1900 	1000 	354 	170 	: 	: 	: 	: 
NCONIF,RW_IN_LG,THS_M3,UNBK,MT	: 	0 	0 	0 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 e	0 e	0 e	0 p	0 p	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 
NCONIF,RW_IN_LG,THS_M3,UNBK,NL	60.1 e	72 	103.87 	91.59 	92.53 	92.9 	91.04 	76 	78.3 	78.5 	82.75 	76 	101.53 	90.55 	93.34 	84 	91 	103 	77 	103 	131 	135 	167 	208 	142 	185 	204 	213 	247 	: 	: 	: 	: 
NCONIF,RW_IN_LG,THS_M3,UNBK,NO	2.3 	1.26 	2.6 	5.3 	7 	0.83 	2.8 	2.7 	2.33 	4.24 	5.23 	5.67 	4.2 	3.61 	4.34 	4.76 	6 	8.03 	6.61 	7.13 	8.78 	10.6 	12.8 	15 	18 	13 	11 	22 	17 	: 	: 	: 	: 
NCONIF,RW_IN_LG,THS_M3,UNBK,PL	2746.57 	2730.7 	2830.02 	2873.69 	3022.79 	3070.88 	3128 	3053.91 	3072.51 	2844.39 	2628.57 	2546.66 	2621.11 	2837.28 	2697 	2762.1 	2839 	2597 	2140 	2228 	2210 	2214 	1986 	1850 	1802 	1678 	1542 	1398 	1356 	: 	: 	: 	: 
NCONIF,RW_IN_LG,THS_M3,UNBK,PT	219.68 	223.03 	202.14 	58.58 	23.72 	22.57 	29.36 	77.97 	94.06 	91.05 	96.47 e	95.57 	102.81 	106.3 	114.39 	114.39 	52 	190 	79 	35 	42 	269 	300 	368 	368 	379 	415 	391 	398 	: 	: 	: 	: 
NCONIF,RW_IN_LG,THS_M3,UNBK,RO	4068.81 	4429.85 	4239.1 	4029.89 	4262.43 	4205.11 	3926.66 	4281.83 	4680.46 	3236.9 	3707 	3473.6 	3979.4 	4510 	3604 	3634 	3686 	3265 	2975 	2615 	2723.5 	2012.5 	1454 	1579 	1628 	2300 	2500 	1920 	2800 	: 	: 	: 	: 
NCONIF,RW_IN_LG,THS_M3,UNBK,SE	200 p	200 	200 	200 	200 	200 	200 	200 	200 	200 	200 	200 	200 	200 	200 	100 	500 	500 	300 	500 	410 	500 	500 	400 	400 	400 	400 	400 	400 	: 	: 	: 	: 
NCONIF,RW_IN_LG,THS_M3,UNBK,SI	347.65 	352.34 	279.54 	295.27 	328.77 	320.82 	303.13 	265.8 	251.68 	284.44 	272.21 	301.25 	299.76 	285.77 	289.97 	192.3 	265 	352 	320 	325 	334 	265 	265 	309 	238 	241 	325 	158 	231 	: 	: 	: 	: 
NCONIF,RW_IN_LG,THS_M3,UNBK,SK	1315.62 	1431.59 	1514.63 	1508.85 	1514.27 	1559 	1598.86 	1601.43 	1447.06 	1405.49 	1273.91 	931.85 	1197.05 	1363.65 	1169.75 	1025 	902 	747 	759 	845.2 	778 	698 	607 	714 	612 	684 	773 	715 	929 	: 	: 	: 	: 
NCONIF,RW_IN_LG,THS_M3,UNBK,UK	: 	98.39 	65.89 	67.97 	79.85 	76.74 	67.32 	64.88 	65.87 	70.45 	65.78 	66.18 	57.61 	58 	56 	63 	80 	121 	142 	160 	174 	198 	223 	259 	266 	320 	306 	240 	306 	: 	: 	: 	: 
NCONIF,RW_IN_O,THS_M3,OVBK,AT	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NCONIF,RW_IN_O,THS_M3,OVBK,BE	: 	: 	: 	: 	: 	: 	: 	: 	: 	69.24 	67.26 e	55 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NCONIF,RW_IN_O,THS_M3,OVBK,BG	11.25 	14.8 	13.1 	14.3 	15.34 	14.28 	12.68 	17.45 	20 	24 	24 	20 	25 	20 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NCONIF,RW_IN_O,THS_M3,OVBK,CH	1.14 	0.97 	4.31 	5.75 	5.16 	5.89 	7.7 	: c	: c	4.5 	4.8 	4.9 	4.98 	6.67 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NCONIF,RW_IN_O,THS_M3,OVBK,CY	: 	: 	: 	: 	: 	: 	0 	0 	0.02 	0.08 	0.01 	0.01 	0.05 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NCONIF,RW_IN_O,THS_M3,OVBK,CZ	: 	: 	: 	: 	: 	: 	: 	: 	23.86 	21.6 	24 e	19.8 e	20.9 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NCONIF,RW_IN_O,THS_M3,OVBK,DE	: 	: 	: 	: 	: 	: 	: 	: 	1729.81 	1720.17 	1456.01 	1403.93 e	1527.6 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NCONIF,RW_IN_O,THS_M3,OVBK,DK	: 	: 	: 	: 	18 	18 	: 	: 	: 	15.66 	16.96 e	16.73 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NCONIF,RW_IN_O,THS_M3,OVBK,EE	30 	30 	30 	30 	30 	30 	30 	30 	30 	30 	40 	35 e	25 	40 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NCONIF,RW_IN_O,THS_M3,OVBK,EL	: 	: 	: 	: 	: 	: 	: 	: 	17.59 	18.78 	22.66 	25.75 e	28.09 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NCONIF,RW_IN_O,THS_M3,OVBK,ES	158.03 e	141.07 	223.11 	180.2 	188.82 	176.46 	173.67 	170.25 	213.86 	266.1 	321.51 	347.12 	367.86 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NCONIF,RW_IN_O,THS_M3,OVBK,FI	0 p	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
